#,VIB ID,Equipment ID,Date,Axial (mm/s),Gear (mm/s),Horizontal (mm/s),Vertical (mm/s)
1397,Vb-741.CP113-CNDE-RMS,741.CP113,2025-02-04,5.28,,5.33,3.73
1398,Vb-741.CP113-MDE-RMS,741.CP113,2025-02-04,9.64,,3.05,6.86
1399,Vb-741.CP113-MNDE-RMS,741.CP113,2025-02-04,6.06,,6.63,2.37
1400,Vb-742.CP113-CDE-RMS,742.CP113,2025-02-06,1.75,,1.13,1.2
1401,Vb-742.CP113-CNDE-RMS,742.CP113,2025-02-06,2.24,,2.42,1.29
1402,Vb-742.CP113-MDE-RMS,742.CP113,2025-02-06,1.17,,2.09,1.71
1403,Vb-742.CP113-MNDE-RMS,742.CP113,2025-02-06,1.12,,2.08,2.13
1404,Vb-331.CP280-CDE-RMS,331.CP280,2025-02-04,2.73,,5,3.09
1405,Vb-331.CP280-CNDE-RMS,331.CP280,2025-02-04,3.67,,5.04,3.01
1406,Vb-331.CP280-MDE-RMS,331.CP280,2025-02-04,2.7,,2.21,2.33
1407,Vb-331.CP280-MNDE-RMS,331.CP280,2025-02-04,2.99,,5.2,2.94
1408,Vb-331.CP281-CDE-RMS,331.CP281,2025-02-04,4.45,,2.71,2.71
1409,Vb-331.CP281-CNDE-RMS,331.CP281,2025-02-04,2.63,,4.6,2.66
1410,Vb-331.CP281-MDE-RMS,331.CP281,2025-02-04,4.49,,3.2,3.08
1411,Vb-331.CP281-MNDE-RMS,331.CP281,2025-02-04,5.39,,6.32,8.96
1412,Vb-461.CP524-CDE-RMS,461.CP524,2025-02-12,1.89,,2.4,1.88
1413,Vb-461.CP524-CNDE-RMS,461.CP524,2025-02-12,2.83,,3.52,3.05
1414,Vb-461.CP524-MDE-RMS,461.CP524,2025-01-29,2.51,,,
1415,Vb-461.CP524-MDE-RMS,461.CP524,2025-02-12,,,1.12,1.15
1416,Vb-461.CP524-MNDE-RMS,461.CP524,2025-02-12,1.4,,1.53,3.12
1417,,461.CP525,2025-01-29,2.11,,,
1418,,461.CP525,2025-02-12,,,4.59,2.64
1419,,461.CP525,2025-02-12,3.83,,2.75,2.25
1420,,461.CP525,2025-02-12,1.76,,2.92,1.28
1421,,461.CP525,2025-02-12,1.48,,0.97,1.46
1422,Vb-111.CP400-CDE-RMS,111.CP400,2025-02-27,2.59,,2.21,2.48
1423,Vb-111.CP400-CNDE-RMS,111.CP400,2025-02-27,3.38,,4.17,1.83
1424,Vb-111.CP400-MDE-RMS,111.CP400,2025-02-27,1.71,,3.84,5.88
1425,Vb-111.CP400-MNDE-RMS,111.CP400,2025-02-27,1.29,,2.08,3.04
1426,Vb-331.FN400-FDE-RMS,331.FN400,2025-02-19,0.56,,1.04,0.47
1427,Vb-331.FN400-FNDE-RMS,331.FN400,2025-01-30,0.28,,,
1428,Vb-331.FN400-FNDE-RMS,331.FN400,2025-02-19,,,1.19,0.91
1429,Vb-331.FN400-MDE-RMS,331.FN400,2025-02-19,0.2,,0.7,0.22
1430,Vb-331.FN400-MNDE-RMS,331.FN400,2025-02-19,0.25,,0.52,0.16
1431,Vb-441.FN.590-FDE-RMS,441.FN590,2025-02-25,0.41,,0.56,0.37
1432,Vb-441.FN.590-FNDE-RMS,441.FN590,2025-02-25,0.27,,1.06,1.19
1433,Vb-441.FN.590-MDE-RMS,441.FN590,2025-02-24,0.4,,0.78,0.5
1434,Vb-441.FN.590-MNDE-RMS,441.FN590,2025-02-24,0.19,,0.55,0.24
1435,Vb-441.FN.590-S1DE-RMS,441.FN590,2025-02-24,0.33,,0.57,0.52
1436,Vb-441.FN.590-S1NDE-RMS,441.FN590,2025-02-24,0.16,,0.61,0.35
1437,Vb-441.FN.590-S2DE-RMS,441.FN590,2025-02-24,0.44,,0.81,0.25
1438,Vb-441.FN.590-S2NDE-RMS,441.FN590,2025-02-24,0.45,,0.65,0.27
1439,Vb-461.PP513-MDE-RMS,461.PP513,2025-02-12,0.14,,0.62,0.41
1440,Vb-461.PP513-MNDE-RMS,461.PP513,2025-02-12,0.3,,0.48,0.15
1441,Vb-461.PP513-PDE-RMS,461.PP513,2025-02-12,1.43,,2.16,1.36
1442,Vb-461.PP513-PNDE-RMS,461.PP513,2025-02-12,0.41,,1.33,0.91
1443,Vb-331.FN110-FDE-RMS,331.FN110,2025-02-04,0.71,,,0.57
1444,Vb-331.FN110-FDE-RMS,331.FN110,2025-02-10,,,1.34,
1445,Vb-331.FN110-FNDE-RMS,331.FN110,2025-02-04,0.99,,,0.79
1446,Vb-331.FN110-FNDE-RMS,331.FN110,2025-02-10,,,1.64,
1447,Vb-331.FN110-MDE-RMS,331.FN110,2025-02-04,0.35,,1.03,0.23
1448,Vb-331.FN110-MNDE-RMS,331.FN110,2025-02-04,0.61,,0.66,1.04
1449,Vb-431.MD140-MDE-RMS,431.MD140,2025-02-05,0.31,,0.38,0.19
1450,Vb-431.MD140-MNDE-RMS,431.MD140,2025-02-05,0.3,,0.32,0.21
1451,Vb-431.MD140-S1DE-RMS,431.MD140,2025-02-05,0.53,,0.38,0.34
1452,Vb-431.MD140-S1NDE-RMS,431.MD140,2025-02-05,0.52,,0.54,0.34
1453,Vb-431.MD140-S2DE-RMS,431.MD140,2025-02-05,0.52,,0.45,0.29
1454,Vb-431.MD140-S2NDE-RMS,431.MD140,2025-02-05,0.59,,0.38,0.33
1455,Vb-431.MD140-S3DE-RMS,431.MD140,2025-02-05,0.58,,0.41,0.29
1456,Vb-431.MD140-S3NDE-RMS,431.MD140,2025-02-05,0.58,,0.41,0.32
1457,Vb-431.MD140-S4DE-RMS,431.MD140,2025-02-05,0.6,,0.46,0.23
1458,Vb-431.MD140-S4NDE-RMS,431.MD140,2025-02-05,0.68,,0.4,0.26
1459,Vb-431.MD160-MDE-RMS,431.MD160,2025-02-05,0.28,,0.4,0.31
1460,Vb-431.MD160-MNDE-RMS,431.MD160,2025-02-05,0.31,,0.39,0.36
1461,Vb-431.MD160-S1DE-RMS,431.MD160,2025-02-05,0.35,,0.34,0.33
1462,Vb-431.MD160-S1NDE-RMS,431.MD160,2025-02-05,0.68,,0.39,0.35
1463,Vb-431.MD160-S2DE-RMS,431.MD160,2025-02-05,0.42,,0.39,0.31
1464,Vb-431.MD160-S2NDE-RMS,431.MD160,2025-02-05,0.46,,0.47,0.33
1465,Vb-431.MD160-S3DE-RMS,431.MD160,2025-02-05,0.46,,0.39,0.33
1466,Vb-431.MD160-S3NDE-RMS,431.MD160,2025-02-05,0.62,,0.43,0.27
1467,Vb-431.MD160-S4DE-RMS,431.MD160,2025-02-05,0.38,,0.36,0.27
1468,Vb-431.MD160-S4NDE-RMS,431.MD160,2025-02-05,0.6,,0.33,0.24
1469,Vb-431.FN171-FDE-RMS,431.FN171,2025-02-05,0.92,,0.9,0.82
1470,Vb-431.FN171-FNDE-RMS,431.FN171,2025-02-05,0.89,,0.95,1
1471,Vb-431.FN171-MDE-RMS,431.FN171,2025-02-05,1.13,,0.91,1.15
1472,Vb-431.FN171-MNDE-RMS,431.FN171,2025-02-05,0.77,,0.61,1.09
1473,Vb-431.FN176-FDE-RMS,431.FN176,2025-03-03,0.33,,0.61,0.37
1474,Vb-431.FN176-FNDE-RMS,431.FN176,2025-03-03,0.36,,0.75,0.62
1475,Vb-431.FN176-MDE-RMS,431.FN176,2025-03-03,0.47,,0.6,0.57
1476,Vb-431.FN176-MNDE-RMS,431.FN176,2025-03-03,0.26,,0.38,0.48
1477,Vb-111.HC100-MDE-RMS,111.HC100,2025-02-27,0.85,,1.32,1.35
1478,Vb-111.HC100-MNDE-RMS,111.HC100,2025-02-27,0.72,,0.7,0.36
1479,Vb-111.HC100-RDE-RMS,111.HC100,2025-02-27,0.37,,0.34,0.48
1480,Vb-111.HC100-RNDE-RMS,111.HC100,2025-02-27,0.16,,0.27,0.09
1481,Vb-111.HC100-S1DE-RMS,111.HC100,2025-02-27,0.67,,1.09,0.76
1482,Vb-111.HC100-S1NDE-RMS,111.HC100,2025-02-27,0.54,,0.92,0.53
1483,Vb-111.HC100-S2DE-RMS,111.HC100,2025-02-27,0.3,,0.5,0.2
1484,Vb-111.HC100-S2NDE-RMS,111.HC100,2025-02-27,1.25,,0.28,0.44
1485,Vb-461.FN400-FDE-RMS,461.FN400,2025-02-12,0.92,,1.48,0.86
1486,Vb-461.FN400-FNDE-RMS,461.FN400,2025-02-12,0.84,,1.21,0.67
1487,Vb-461.FN400-MDE-RMS,461.FN400,2025-02-12,0.4,,0.91,0.81
1488,Vb-461.FN400-MNDE-RMS,461.FN400,2025-02-12,0.4,,0.63,0.38
1489,Vb-641.BE050-MDE-RMS,641.BE050,2025-02-20,3.69,,4.19,5.07
1490,Vb-641.BE050-MNDE-RMS,641.BE050,2025-02-20,4.45,,5.25,3.64
1491,,641.BE050,2025-02-20,2.78,,3.06,5.5
1492,,641.BE050,2025-02-20,1.93,,2.16,4.96
1493,,641.BE050,2025-02-20,3.01,,2.94,4.31
1494,Vb-642.BE050-MDE-RMS,642.BE050,2025-02-20,4.75,,3.9,2.55
1495,Vb-642.BE050-MNDE-RMS,642.BE050,2025-02-20,4.07,,4.93,3.36
1496,,642.BE050,2025-02-20,3.6,,1.98,2.98
1497,,642.BE050,2025-02-20,1.5,,2.22,2.96
1498,,642.BE050,2025-02-20,3.34,,2.98,3.26
1499,Vb-643.BE050-MDE-RMS,643.BE050,2025-02-20,4.21,,2.77,3.18
1500,Vb-643.BE050-MNDE-RMS,643.BE050,2025-02-20,4.32,,4.23,2.97
1501,,643.BE050,2025-02-20,4.18,,2.59,3.58
1502,,643.BE050,2025-02-20,1.59,,3.17,2.94
1503,,643.BE050,2025-02-20,2.07,,3.95,2.97
1504,Vb-644.BE050-MDE-RMS,644.BE050,2025-02-23,5.19,,3.56,3.97
1505,Vb-644.BE050-MNDE-RMS,644.BE050,2025-02-23,4.9,,5.02,3.98
1506,,644.BE050,2025-02-23,4.74,,2.94,4.54
1507,,644.BE050,2025-02-23,2.23,,3.15,4.3
1508,,644.BE050,2025-02-23,3.67,,4.89,4.62
1509,Vb-645.BE050-MDE-RMS,645.BE050,2025-02-23,3.25,,3.35,3.13
1510,Vb-645.BE050-MNDE-RMS,645.BE050,2025-02-23,2.97,,4.93,3.25
1511,,645.BE050,2025-02-23,2.99,,2.63,2.95
1512,,645.BE050,2025-02-23,2.4,,2.45,3.16
1513,,645.BE050,2025-02-23,2.85,,2.97,3.23
1514,Vb-646.BE050-MDE-RMS,646.BE050,2025-02-23,5.97,,3.59,3.52
1515,Vb-646.BE050-MNDE-RMS,646.BE050,2025-02-23,5.8,,4.62,4.07
1516,,646.BE050,2025-02-23,5.27,,2.84,3.23
1517,,646.BE050,2025-02-23,2.08,,3.03,3.3
1518,,646.BE050,2025-02-23,2.95,,5.33,3.65
1519,Vb-641.FN.952-FDE-RMS,641.FN952,2025-02-20,4.68,,3,5.02
1520,Vb-641.FN.952-FNDE-RMS,641.FN952,2025-02-20,5.23,,6.21,2.61
1521,Vb-641.FN.952-MDE-RMS,641.FN952,2025-01-02,3.29,,,
1522,Vb-641.FN.952-MDE-RMS,641.FN952,2025-02-20,,,7.93,2.62
1523,Vb-641.FN.952-MNDE-RMS,641.FN952,2025-02-20,6.29,,7.41,2.85
1524,Vb-642.FN.952-FDE-RMS,642.FN952,2025-02-20,1.48,,2.02,2.18
1525,Vb-642.FN.952-FNDE-RMS,642.FN952,2025-02-20,1.27,,1.42,1.35
1526,Vb-642.FN.952-MDE-RMS,642.FN952,2025-01-02,4.81,,,
1527,Vb-642.FN.952-MDE-RMS,642.FN952,2025-02-20,,,2.81,1.49
1528,Vb-642.FN.952-MNDE-RMS,642.FN952,2025-02-20,1.24,,1.28,1.54
1529,Vb-643.FN.952-FDE-RMS,643.FN952,2025-02-20,3.85,,3.53,2.71
1530,Vb-643.FN.952-FNDE-RMS,643.FN952,2025-02-20,3.96,,2.93,3.04
1531,Vb-643.FN.952-MDE-RMS,643.FN952,2025-01-02,2.92,,,
1532,Vb-643.FN.952-MDE-RMS,643.FN952,2025-02-20,,,3,3.58
1533,Vb-643.FN.952-MNDE-RMS,643.FN952,2025-02-20,3.63,,2.5,3.97
1534,Vb-644.FN.952-FDE-RMS,644.FN952,2025-02-23,2.21,,2.71,2.15
1535,Vb-644.FN.952-FNDE-RMS,644.FN952,2025-02-23,2.24,,2.96,3.28
1536,Vb-644.FN.952-MDE-RMS,644.FN952,2025-01-07,2.47,,,
1537,Vb-644.FN.952-MDE-RMS,644.FN952,2025-02-23,,,3.39,2.7
1538,Vb-644.FN.952-MNDE-RMS,644.FN952,2025-02-23,2.41,,2.19,2.55
1539,Vb-645.FN.952-FDE-RMS,645.FN952,2025-02-23,6.58,,3.69,3.22
1540,Vb-645.FN.952-FNDE-RMS,645.FN952,2025-02-23,6.84,,4.38,4.04
1541,Vb-645.FN.952-MDE-RMS,645.FN952,2025-01-07,5.63,,,
1542,Vb-645.FN.952-MDE-RMS,645.FN952,2025-02-23,,,5.74,3.85
1543,Vb-645.FN.952-MNDE-RMS,645.FN952,2025-02-23,5.7,,5.51,7.24
1544,Vb-646.FN.952-FDE-RMS,646.FN952,2025-02-23,1.93,,6.38,2.11
1545,Vb-646.FN.952-FNDE-RMS,646.FN952,2025-02-23,2.58,,4.19,1.83
1546,Vb-646.FN.952-MDE-RMS,646.FN952,2025-01-07,11.98,,,
1547,Vb-646.FN.952-MDE-RMS,646.FN952,2025-02-23,,,3.24,1.49
1548,Vb-646.FN.952-MNDE-RMS,646.FN952,2025-02-23,5.56,,5.87,11.36
1549,Vb-431.FN560-MDE-RMS,431.FN560,2025-02-05,1.34,,0.74,0.9
1550,Vb-431.FN560-MNDE-RMS,431.FN560,2025-02-05,1.41,,0.6,1.08
1551,Vb-451.FN010-FDE-RMS,451.FN010,2025-02-04,1.37,,0.61,1.18
1552,Vb-451.FN010-FNDE-RMS,451.FN010,2025-02-04,1.04,,1.42,1.73
1553,Vb-451.FN010-MDE-RMS,451.FN010,2025-02-04,0.61,,1.2,1.07
1554,Vb-451.FN010-MNDE-RMS,451.FN010,2025-02-04,0.54,,0.6,0.46
1555,Vb-321.MD140-GBHSS0,321.MD140,2025-02-12,,1.35,,
1556,Vb-321.MD140-GBHSS1,321.MD140,2025-02-12,,3.78,,
1557,Vb-321.MD140-GBHSS6,321.MD140,2025-02-12,,3.09,,
1558,Vb-321.MD140-MDE-RMS,321.MD140,2025-02-12,1.19,,1.86,2.48
1559,Vb-321.MD140-MNDE-RMS,321.MD140,2025-02-12,1.03,,1.09,1.55
1560,Vb-321.MD140-RG2,321.MD140,2025-02-12,,1.72,,
1561,Vb-321.MD140-RG3,321.MD140,2025-02-12,,1.21,,
1562,Vb-321.MD140-RG4,321.MD140,2025-02-12,,1.31,,
1563,Vb-321.MD140-RG5,321.MD140,2025-02-12,,2.27,,
1564,Vb-321.FN400-FDE-RMS,321.FN400,2025-02-12,0.92,,1.57,0.98
1565,Vb-321.FN400-FNDE-RMS,321.FN400,2025-02-12,1.23,,1.68,1.11
1566,Vb-321.FN400-MDE-RMS,321.FN400,2025-02-12,0.28,,0.88,0.56
1567,Vb-321.FN400-MNDE-RMS,321.FN400,2025-02-12,0.3,,0.66,0.33
1568,Vb-321.FN125-FDE-RMS,321.FN125,2025-02-27,13.9,,8.23,20.87
1569,Vb-321.FN125-FNDE-RMS,321.FN125,2025-02-12,7.31,,,
1570,Vb-321.FN125-FNDE-RMS,321.FN125,2025-02-27,,,9.41,7.97
1571,Vb-321.FN125-MDE-RMS,321.FN125,2025-02-27,,,7.84,14.34
1572,Vb-321.FN125-MNDE-RMS,321.FN125,2025-02-27,12.57,,4.54,16.53
1573,Vb-531.FN530-FDE-RMS,531.FN530,2025-02-19,1.17,,0.73,1.04
1574,Vb-531.FN530-FNDE-RMS,531.FN530,2025-02-19,1.47,,0.75,0.78
1575,Vb-531.FN530-MDE-RMS,531.FN530,2025-02-19,0.66,,1.37,1.03
1576,Vb-531.FN530-MNDE-RMS,531.FN530,2025-02-19,1,,0.94,1.28
1577,Vb-532.FN530-FDE-RMS,532.FN530,2025-02-18,0.63,,1.61,1.16
1578,Vb-532.FN530-FNDE-RMS,532.FN530,2025-02-18,0.95,,1.59,1.47
1579,Vb-532.FN530-MDE-RMS,532.FN530,2025-02-18,0.76,,0.74,0.71
1580,Vb-532.FN530-MNDE-RMS,532.FN530,2025-02-18,0.62,,0.83,0.8
1581,Vb-531.MD302-MDE-RMS,531.MD302,2025-02-19,0.46,,2.13,1.22
1582,Vb-531.MD302-MNDE-RMS,531.MD302,2025-02-19,0.58,,2.4,1.52
1583,Vb-531.MD302-S1DE-RMS,531.MD302,2025-02-19,0.59,,3.17,1.18
1584,Vb-531.MD302-S1NDE-RMS,531.MD302,2025-02-19,0.47,,1.03,0.94
1585,Vb-531.MD302-S2DE-RMS,531.MD302,2025-02-19,1.31,,2.72,1.49
1586,Vb-531.MD302-S2NDE-RMS,531.MD302,2025-02-19,0.45,,1.23,0.79
1587,Vb-532.MD302-MDE-RMS,532.MD302,2025-02-19,0.59,,1.6,1.5
1588,Vb-532.MD302-MNDE-RMS,532.MD302,2025-02-19,0.48,,1.44,1.52
1589,Vb-532.MD302-S1DE-RMS,532.MD302,2025-02-19,0.51,,1.37,1.38
1590,Vb-532.MD302-S1NDE-RMS,532.MD302,2025-02-19,0.47,,1.22,0.9
1591,Vb-532.MD302-S2DE-RMS,532.MD302,2025-02-19,0.45,,1.6,1.13
1592,Vb-532.MD302-S2NDE-RMS,532.MD302,2025-02-19,0.55,,1.28,1.05
1593,Vb-531.FN380-FDE-RMS,531.FN380,2025-02-18,0.69,,1.31,0.65
1594,Vb-531.FN380-FNDE-RMS,531.FN380,2025-02-18,0.99,,2.08,1.23
1595,Vb-531.FN380-MDE-RMS,531.FN380,2025-02-18,0.39,,1.31,0.84
1596,Vb-531.FN380-MNDE-RMS,531.FN380,2025-02-18,0.42,,1.23,0.61
1597,Vb-532.FN380-FDE-RMS,532.FN380,2025-02-18,0.35,,0.37,0.38
1598,Vb-532.FN380-FNDE-RMS,532.FN380,2025-02-18,1.88,,0.77,0.47
1599,Vb-532.FN380-MDE-RMS,532.FN380,2025-02-18,0.29,,0.55,0.43
1600,Vb-532.FN380-MNDE-RMS,532.FN380,2025-02-18,0.3,,0.48,0.51
1601,Vb-613.BL300-BLDE-RMS,613.BL300,2025-02-17,9.77,,5.07,8.46
1602,Vb-613.BL300-BLNDE-RMS,613.BL300,2025-02-17,5.93,,11.89,11.68
1603,Vb-613.BL300-MDE-RMS,613.BL300,2025-02-17,20.23,,17.71,3.59
1604,Vb-613.BL300-MNDE-RMS,613.BL300,2025-02-17,8.73,,4.04,11.24
1605,Vb-614.BL300-BLDE-RMS,614.BL300,2025-02-17,4.04,,3.41,5.07
1606,Vb-614.BL300-BLNDE-RMS,614.BL300,2025-02-17,2.91,,4.26,4
1607,Vb-614.BL300-MDE-RMS,614.BL300,2025-02-17,8.91,,2.73,5
1608,Vb-614.BL300-MNDE-RMS,614.BL300,2025-02-17,2.35,,2.73,2.43
1609,,352.BL115,2025-02-13,3.96,,3.08,3.18
1610,,352.BL115,2025-02-13,4.38,,4.11,3.87
1611,,352.BL115,2025-02-13,3.24,,2,4.28
1612,,352.BL115,2025-02-13,2.44,,3.45,2.26
1613,Vb-342.BL300-BLDE-RMS,342.BL300,2025-02-13,2.82,,2.55,1.91
1614,Vb-342.BL300-BLNDE-RMS,342.BL300,2025-02-13,2.23,,4.05,2.42
1615,Vb-342.BL300-MDE-RMS,342.BL300,2025-01-14,3.73,,,
1616,Vb-342.BL300-MDE-RMS,342.BL300,2025-02-13,,,1.78,1.71
1617,Vb-342.BL300-MNDE-RMS,342.BL300,2025-02-13,3.63,,3.62,2.91
1618,Vb-342.BL305-BLDE-RMS,342.BL305,2025-02-13,2.11,,1.94,1.79
1619,Vb-342.BL305-BLNDE-RMS,342.BL305,2025-02-13,2.21,,2.29,1.64
1620,Vb-342.BL305-MDE-RMS,342.BL305,2025-02-13,7.73,,1.34,4.73
1621,Vb-342.BL305-MNDE-RMS,342.BL305,2025-02-13,3.54,,3.29,2.64
1622,Vb-342.BL310-BLDE-RMS,342.BL310,2025-01-14,4.26,,3.08,2.85
1623,Vb-342.BL310-BLNDE-RMS,342.BL310,2025-01-14,3.68,,2.43,
1624,Vb-342.BL310-MDE-RMS,342.BL310,2025-01-14,4.43,,3.31,4.18
1625,Vb-342.BL310-MNDE-RMS,342.BL310,2025-01-14,4.56,,1.75,2.16
1626,Vb-466.BL580-BLDE-RMS,466.BL580,2025-02-13,6.74,,6.93,7.79
1627,Vb-466.BL580-BLNDE-RMS,466.BL580,2025-02-13,5.2,,5.56,5.47
1628,Vb-466.BL580-MDE-RMS,466.BL580,2025-02-13,1.87,,4.62,3.41
1629,Vb-466.BL580-MNDE-RMS,466.BL580,2025-02-13,2.78,,2.26,2.61
1630,Vb-466.BL630-BLDE-RMS,466.BL630,2025-02-13,7.44,,4.68,11.67
1631,Vb-466.BL630-BLNDE-RMS,466.BL630,2025-02-13,3.99,,8.49,6.34
1632,Vb-466.BL630-MDE-RMS,466.BL630,2025-02-13,4.58,,6.05,5.75
1633,Vb-466.BL630-MNDE-RMS,466.BL630,2025-02-13,7.3,,3.79,5.41
1634,Vb-462.FN450-FDE-RMS,462.FN450,2025-02-12,0.16,,0.15,0.1
1635,Vb-462.FN450-FNDE-RMS,462.FN450,2025-02-12,0.44,,0.18,0.12
1636,Vb-462.FN450-MDE-RMS,462.FN450,2025-02-12,0.12,,0.18,0.13
1637,Vb-462.FN450-MNDE-RMS,462.FN450,2025-02-12,0.08,,0.15,0.05
1638,Vb-342.BE050-MDE-RMS,342.BE050,2025-02-13,1.9,,2.83,1.79
1639,Vb-342.BE050-MNDE-RMS,342.BE050,2025-02-13,1.85,,4.09,3.77
1640,Vb-342.BE050-S1NDE-RMS,342.BE050,2025-02-13,1.44,,2.12,2.61
1641,Vb-342.BE050-S2NDE-RMS,342.BE050,2025-02-13,1.44,,1.57,2.34
1642,Vb-342.BE050-S3DE-RMS,342.BE050,2025-02-13,1.97,,1.18,2.56
1643,Vb-342.BE050-S3NDE-RMS,342.BE050,2025-02-13,1.63,,1.34,2.53
1644,Vb-352.BE340-MDE-RMS,352.BE340,2025-02-13,2.49,,2.58,2.68
1645,Vb-352.BE340-MNDE-RMS,352.BE340,2025-02-13,1.79,,5.27,4.58
1646,Vb-352.BE340-S1NDE-RMS,352.BE340,2025-02-13,2.07,,1.71,1.74
1647,Vb-352.BE340-S2NDE-RMS,352.BE340,2025-02-13,1.34,,1.78,1.28
1648,Vb-352.BE340-S3DE-RMS,352.BE340,2025-02-13,1.26,,1.7,1.42
1649,Vb-352.BE340-S3NDE-RMS,352.BE340,2025-02-13,1.26,,1.99,1.2
1650,Vb-342.BE051-MDE-RMS,342.BE051,2025-02-13,1.68,,2.15,2.24
1651,Vb-342.BE051-MNDE-RMS,342.BE051,2025-02-13,1.3,,3.39,2.78
1652,Vb-342.BE051-S1NDE-RMS,342.BE051,2025-02-13,1.87,,1.44,1.55
1653,Vb-342.BE051-S2NDE-RMS,342.BE051,2025-02-13,1.32,,1.29,1.9
1654,Vb-342.BE051-S3DE-RMS,342.BE051,2025-02-13,1.78,,1.43,2.27
1655,Vb-342.BE051-S3NDE-RMS,342.BE051,2025-02-13,1.84,,1.35,2.44
1656,Vb-352.BE341-MDE-RMS,352.BE341,2025-02-13,2.04,,1.78,1.43
1657,Vb-352.BE341-MNDE-RMS,352.BE341,2025-02-13,1.51,,3.09,2.3
1658,Vb-352.BE341-S1NDE-RMS,352.BE341,2025-02-13,1.01,,1.3,1.55
1659,Vb-352.BE341-S2NDE-RMS,352.BE341,2025-02-13,1.31,,1.01,1.39
1660,Vb-352.BE341-S3DE-RMS,352.BE341,2025-02-13,1.22,,1.3,1.79
1661,Vb-352.BE341-S3NDE-RMS,352.BE341,2025-02-13,1.42,,0.84,1.48
1662,Vb-452.FN240-FDE-RMS,452.FN240,2025-02-13,0.3,,0.33,0.33
1663,Vb-452.FN240-FNDE-RMS,452.FN240,2025-02-13,0.38,,0.49,0.29
1664,Vb-452.FN240-MDE-RMS,452.FN240,2025-02-13,0.23,,0.44,0.36
1665,Vb-452.FN240-MNDE-RMS,452.FN240,2025-02-13,0.17,,0.42,0.24
1666,Vb-452.WI112-MDE-RMS,452.WI112,2025-02-13,3.51,,6.29,5.04
1667,Vb-452.WI112-MNDE-RMS,452.WI112,2025-02-13,3.15,,5.21,2.4
1668,Vb-452.WI112-PDE-RMS,452.WI112,2025-02-13,2.75,,5.24,3.7
1669,Vb-452.WI112-PNDE-RMS,452.WI112,2025-02-13,2.52,,1.87,1.39
1670,Vb-533.BE220-MDE-RMS,533.BE220,2025-02-17,4.32,,5.32,5.61
1671,Vb-533.BE220-MNDE-RMS,533.BE220,2025-02-17,4.14,,6,7.91
1672,Vb-533.BE220-S1DE-RMS,533.BE220,2025-02-17,3.45,,2.51,3.67
1673,Vb-533.BE220-S2DE-RMS,533.BE220,2025-02-17,2,,3.59,3.18
1674,Vb-533.BE220-S2NDE-RMS,533.BE220,2025-02-17,3.06,,4.48,2.78
1675,Vb-534.BE220-MDE-RMS,534.BE220,2025-02-17,5.04,,5.98,6.1
1676,Vb-534.BE220-MNDE-RMS,534.BE220,2025-02-17,5.46,,8.28,8.09
1677,,534.BE220,2025-02-17,4.14,,3.63,3.19
1678,,534.BE220,2025-02-17,2.77,,3.71,3.11
1679,,534.BE220,2025-02-17,3.57,,2.86,2.42
1680,Vb-533.MD140-MDE-RMS,533.MD140,2025-02-17,0.45,,0.62,0.53
1681,Vb-533.MD140-MNDE-RMS,533.MD140,2025-02-17,0.45,,0.61,0.49
1682,Vb-533.MD140-S1DE-RMS,533.MD140,2025-02-17,3.03,,2.56,1.85
1683,Vb-533.MD140-S1NDE-RMS,533.MD140,2025-02-17,2.32,,2.11,1.77
1684,Vb-533.MD140-S2DE-RMS,533.MD140,2025-02-17,1.7,,1.7,1.29
1685,Vb-533.MD140-S2NDE-RMS,533.MD140,2025-02-17,1.88,,1.44,1.45
1686,Vb-533.MD140-S3DE-RMS,533.MD140,2025-02-17,1.71,,1.37,1.34
1687,Vb-533.MD140-S3NDE-RMS,533.MD140,2025-02-17,2.32,,1.3,1.19
1688,Vb-533.MD140-S4DE-RMS,533.MD140,2025-02-17,2.09,,1.92,1.22
1689,Vb-533.MD140-S4NDE-RMS,533.MD140,2025-02-17,1.63,,1.48,1.48
1690,Vb-534.MD140-MDE-RMS,534.MD140,2025-02-26,0.87,,0.78,0.57
1691,Vb-534.MD140-MNDE-RMS,534.MD140,2025-02-17,,,,0.59
1692,Vb-534.MD140-MNDE-RMS,534.MD140,2025-02-26,0.57,,0.85,
1693,Vb-534.MD140-S1DE-RMS,534.MD140,2025-02-26,1.66,,1.56,2.42
1694,Vb-534.MD140-S1NDE-RMS,534.MD140,2025-02-26,1.56,,1.43,2.1
1695,Vb-534.MD140-S2DE-RMS,534.MD140,2025-02-26,0.9,,1.15,1.21
1696,Vb-534.MD140-S2NDE-RMS,534.MD140,2025-02-26,1.47,,1.41,1.6
1697,Vb-534.MD140-S3DE-RMS,534.MD140,2025-02-26,0.91,,1.21,1.18
1698,Vb-534.MD140-S3NDE-RMS,534.MD140,2025-02-26,1.56,,1.47,1.48
1699,Vb-534.MD140-S4DE-RMS,534.MD140,2025-02-26,1.14,,1.23,1.16
1700,Vb-534.MD140-S4NDE-RMS,534.MD140,2025-02-26,1.17,,1.36,0.98
1701,Vb-342.FN315-FDE-RMS,342.FN315,2025-02-13,5.95,,6.04,4.54
1702,Vb-342.FN315-FNDE-RMS,342.FN315,2025-02-13,4.43,,5.61,5.29
